Ones,t,y(t)
1,0.002197802,0.031585706
1,0.004395604,0.030857185
1,0.006593407,0.014064159
1,0.008791209,0.011508162
1,0.010989011,0.038031265
1,0.013186813,0.034672659
1,0.015384615,0.034722051
1,0.017582418,0.032783444
1,0.01978022,0.034166399
1,0.021978022,0.016669548
1,0.024175824,0.010409207
1,0.026373626,0.045476996
1,0.028571429,0.044316302
1,0.030769231,0.041846739
1,0.032967033,0.040846566
1,0.035164835,0.040611958
1,0.037362637,0.021114761
1,0.03956044,0.013520855
1,0.041758242,0.052070728
1,0.043956044,0.047872472
1,0.046153846,0.048613341
1,0.048351648,0.049020818
1,0.050549451,0.049057862
1,0.052747253,0.025485886
1,0.054945055,0.015706418
1,0.057142857,0.065616279
1,0.059340659,0.063936977
1,0.061538462,0.065986714
1,0.063736264,0.065974366
1,0.065934066,0.064492628
1,0.068131868,0.033944138
1,0.07032967,0.021090065
1,0.072527473,0.086014867
1,0.074725275,0.079507569
1,0.076923077,0.077334354
1,0.079120879,0.080594177
1,0.081318681,0.083607043
1,0.083516484,0.042797521
1,0.085714286,0.02800484
1,0.087912088,0.114847011
1,0.09010989,0.115056923
1,0.092307692,0.124787
1,0.094505495,0.124935174
1,0.096703297,0.130010125
1,0.098901099,0.06572741
1,0.101098901,0.043575433
1,0.103296703,0.172437211
1,0.105494505,0.173733732
1,0.107692308,0.172214951
1,0.10989011,0.167695651
1,0.112087912,0.174104166
1,0.114285714,0.08526165
1,0.116483516,0.057886548
1,0.118681319,0.224828983
1,0.120879121,0.226767589
1,0.123076923,0.221581508
1,0.125274725,0.232929148
1,0.127472527,0.222507594
1,0.12967033,0.107796409
1,0.131868132,0.078840787
1,0.134065934,0.28130788
1,0.136263736,0.273775714
1,0.138461538,0.255698516
1,0.140659341,0.264341985
1,0.142857143,0.248512089
1,0.145054945,0.115896575
1,0.147252747,0.090583558
1,0.149450549,0.291605957
1,0.151648352,0.283802139
1,0.153846154,0.268429111
1,0.156043956,0.271355543
1,0.158241758,0.262329291
1,0.16043956,0.124589435
1,0.162637363,0.093472946
1,0.164835165,0.316165757
1,0.167032967,0.305509594
1,0.169230769,0.285864223
1,0.171428571,0.275627886
1,0.173626374,0.267465982
1,0.175824176,0.117612921
1,0.178021978,0.083804608
1,0.18021978,0.302286815
1,0.182417582,0.271701282
1,0.184615385,0.258822513
1,0.186813187,0.235546885
1,0.189010989,0.22286568
1,0.191208791,0.094683032
1,0.193406593,0.073148445
1,0.195604396,0.26307016
1,0.197802198,0.23190428
1,0.2,0.213851777
1,0.202197802,0.201121181
1,0.204395604,0.194231102
1,0.206593407,0.087200257
1,0.208791209,0.059442373
1,0.210989011,0.219457684
1,0.213186813,0.193095103
1,0.215384615,0.182253723
1,0.217582418,0.172153212
1,0.21978022,0.16488035
1,0.221978022,0.078618527
1,0.224175824,0.051873163
1,0.226373626,0.19762675
1,0.228571429,0.166300348
1,0.230769231,0.150680365
1,0.232967033,0.150087669
1,0.235164835,0.14675376
1,0.237362637,0.064616106
1,0.23956044,0.046254908
1,0.241758242,0.171214778
1,0.243956044,0.145272022
1,0.246153846,0.095522683
1,0.248351648,0.047403255
1,0.250549451,0.145407848
1,0.252747253,0.058306374
1,0.254945055,0.04003161
1,0.257142857,0.158002618
1,0.259340659,0.129158126
1,0.261538462,0.122910133
1,0.263736264,0.109475712
1,0.265934066,0.109006495
1,0.268131868,0.046847603
1,0.27032967,0.033882399
1,0.272527473,0.127491171
1,0.274725275,0.097535376
1,0.276923077,0.09085521
1,0.279120879,0.080087916
1,0.281318681,0.075963747
1,0.283516484,0.034808485
1,0.285714286,0.026399625
1,0.287912088,0.096967377
1,0.29010989,0.081075741
1,0.292307692,0.075358704
1,0.294505495,0.067851234
1,0.296703297,0.064455585
1,0.298901099,0.029857012
1,0.301098901,0.025078409
1,0.303296703,0.083446522
1,0.305494505,0.066999234
1,0.307692308,0.060195589
1,0.30989011,0.060084459
1,0.312087912,0.057849505
1,0.314285714,0.023090411
1,0.316483516,0.017361025
1,0.318681319,0.068863754
1,0.320879121,0.05607142
1,0.323076923,0.052700467
1,0.325274725,0.05087299
1,0.327472527,0.049144297
1,0.32967033,0.021053022
1,0.331868132,0.016002766
1,0.334065934,0.064850715
1,0.336263736,0.051934902
1,0.338461538,0.047502037
1,0.340659341,0.045118909
1,0.342857143,0.043032129
1,0.345054945,0.015879288
1,0.347252747,0.011927988
1,0.349450549,0.042809868
1,0.351648352,0.031635097
1,0.353846154,0.047847776
1,0.356043956,0.043464302
1,0.358241758,0.039895784
1,0.36043956,0.017323982
1,0.362637363,0.012718248
1,0.364835165,0.052021337
1,0.367032967,0.044192823
1,0.369230769,0.041315783
1,0.371428571,0.041031783
1,0.373626374,0.038364656
1,0.375824176,0.015101376
1,0.378021978,0.010717902
1,0.38021978,0.01705233
1,0.382417582,0.048625688
1,0.384615385,0.044513867
1,0.386813187,0.039945176
1,0.389010989,0.036771788
1,0.391208791,0.01597807
1,0.393406593,0.012125553
1,0.395604396,0.054219248
1,0.397802198,0.043538389
1,0.4,0.039957524
1,0.402197802,0.038710394
1,0.404395604,0.03438866
1,0.406593407,0.014224681
1,0.408791209,0.012409552
1,0.410989011,0.048354037
1,0.413186813,0.039389524
1,0.415384615,0.037586743
1,0.417582418,0.039056133
1,0.41978022,0.034289877
1,0.421978022,0.01310103
1,0.424175824,0.010890771
1,0.426373626,0.046291952
1,0.428571429,0.040192132
1,0.430769231,0.036240832
1,0.432967033,0.034746746
1,0.435164835,0.034425703
1,0.437362637,0.011434075
1,0.43956044,0.011187119
1,0.441758242,0.041019435
1,0.443956044,0.034993703
1,0.446153846,0.034919616
1,0.448351648,0.034203443
1,0.450549451,0.031388141
1,0.452747253,0.014274072
1,0.454945055,0.012187292
1,0.457142857,0.047168646
1,0.459340659,0.04505717
1,0.461538462,0.048638036
1,0.463736264,0.05104586
1,0.465934066,0.040970044
1,0.468131868,0.013743116
1,0.47032967,0.0248438
1,0.472527473,0.101992937
1,0.474725275,0.121391352
1,0.476923077,0.143568024
1,0.479120879,0.157805053
1,0.481318681,0.139493246
1,0.483516484,0.046230213
1,0.485714286,0.072172968
1,0.487912088,0.298607167
1,0.49010989,0.397488455
1,0.492307692,0.479342109
1,0.494505495,0.524905539
1,0.496703297,0.573889314
1,0.498901099,0.278257971
1,0.501098901,0.233954017
1,0.503296703,0.848801027
1,0.505494505,0.885251772
1,0.507692308,0.932408071
1,0.50989011,0.922319907
1,0.512087912,0.906625837
1,0.514285714,0.386622379
1,0.516483516,0.294236041
1,0.518681319,1
1,0.520879121,0.927221989
1,0.523076923,0.875250043
1,0.525274725,0.810177068
1,0.527472527,0.712863952
1,0.52967033,0.311004371
1,0.531868132,0.234262712
1,0.534065934,0.764008594
1,0.536263736,0.630405255
1,0.538461538,0.569246536
1,0.540659341,0.508334774
1,0.542857143,0.447645272
1,0.545054945,0.204714395
1,0.547252747,0.151236016
1,0.549450549,0.461869953
1,0.551648352,0.359901711
1,0.553846154,0.327266441
1,0.556043956,0.285073963
1,0.558241758,0.244869484
1,0.56043956,0.106907367
1,0.562637363,0.079643395
1,0.564835165,0.117798138
1,0.567032967,0.243770528
1,0.569230769,0.182315462
1,0.571428571,0.166843652
1,0.573626374,0.151396538
1,0.575824176,0.071012274
1,0.578021978,0.05894846
1,0.58021978,0.162842961
1,0.582417582,0.126083521
1,0.584615385,0.118847702
1,0.586813187,0.113303534
1,0.589010989,0.099165288
1,0.591208791,0.043859432
1,0.593406593,0.03845109
1,0.595604396,0.099288766
1,0.597802198,0.078532092
1,0.6,0.072284098
1,0.602197802,0.065480453
1,0.604395604,0.053996987
1,0.606593407,0.020756674
1,0.608791209,0.017039982
1,0.610989011,0.06335663
1,0.613186813,0.043933519
1,0.615384615,0.038574568
1,0.617582418,0.039426568
1,0.61978022,0.033635443
1,0.621978022,0.013459116
1,0.624175824,0.010964858
1,0.626373626,0.037092831
1,0.628571429,0.029721186
1,0.630769231,0.029227274
1,0.632967033,0.027375102
1,0.635164835,0.022794063
1,0.637362637,0.00914973
1,0.63956044,0.008310078
1,0.641758242,0.027436841
1,0.643956044,0.022954585
1,0.646153846,0.018892154
1,0.648351648,0.018472329
1,0.650549451,0.016212679
1,0.652747253,0.00592695
1,0.654945055,0.003914257
1,0.657142857,0.007099993
1,0.659340659,0.020534413
1,0.661538462,0.016385548
1,0.663736264,0.014619811
1,0.665934066,0.014088855
1,0.668131868,0.004679821
1,0.67032967,0.004309387
1,0.672527473,0.017484503
1,0.674725275,0.014879115
1,0.676923077,0.014224681
1,0.679120879,0.012397204
1,0.681318681,0.009223816
1,0.683516484,0.004087126
1,0.685714286,0.003407996
1,0.687912088,0.012570074
1,0.69010989,0.00976712
1,0.692307692,0.009779468
1,0.694505495,0.009334947
1,0.696703297,0.008668165
1,0.698901099,0.003642605
1,0.701098901,0.003099301
1,0.703296703,0.009643642
1,0.705494505,0.008223644
1,0.707692308,0.007828514
1,0.70989011,0.003395649
1,0.712087912,0.00276591
1,0.714285714,0.002309041
1,0.716483516,0.002568345
1,0.718681319,0.01055738
1,0.720879121,0.007050601
1,0.723076923,0.008952165
1,0.725274725,0.006877732
1,0.727472527,0.006927123
1,0.72967033,0.003222779
1,0.731868132,0.003938952
1,0.734065934,0.010322772
1,0.736263736,0.008149557
1,0.738461538,0.00796434
1,0.740659341,0.00711234
1,0.742857143,0.006371472
1,0.745054945,0.002642432
1,0.747252747,0.002580693
1,0.749450549,0.00993999
1,0.751648352,0.009458425
1,0.753846154,0.009075643
1,0.756043956,0.007989035
1,0.758241758,0.008890426
1,0.76043956,0.003235127
1,0.762637363,0.003136345
1,0.764835165,0.012755291
1,0.767032967,0.005692342
1,0.769230769,0.013570247
1,0.771428571,0.012261379
1,0.773626374,0.012014422
1,0.775824176,0.004852691
1,0.778021978,0.004062431
1,0.78021978,0.017200504
1,0.782417582,0.016015114
1,0.784615385,0.017138765
1,0.786813187,0.017484503
1,0.789010989,0.016793026
1,0.791208791,0.007223471
1,0.793406593,0.006791297
1,0.795604396,0.027819623
1,0.797802198,0.025275974
1,0.8,0.028091275
1,0.802197802,0.026609537
1,0.804395604,0.026399625
1,0.806593407,0.011359988
1,0.808791209,0.010705554
1,0.810989011,0.041945521
1,0.813186813,0.042266565
1,0.815384615,0.044699084
1,0.817582418,0.042476477
1,0.81978022,0.044402736
1,0.821978022,0.019151458
1,0.824175824,0.016644852
1,0.826373626,0.075667399
1,0.828571429,0.070790013
1,0.830769231,0.081186872
1,0.832967033,0.077494876
1,0.835164835,0.078050527
1,0.837362637,0.031672141
1,0.83956044,0.027115798
1,0.841758242,0.121663003
1,0.843956044,0.115377967
1,0.846153846,0.123354654
1,0.848351648,0.1205517
1,0.850549451,0.127577606
1,0.852747253,0.052700467
1,0.854945055,0.044575606
1,0.857142857,0.205899785
1,0.859340659,0.203813005
1,0.861538462,0.219791075
1,0.863736264,0.22461907
1,0.865934066,0.231805497
1,0.868131868,0.095386857
1,0.87032967,0.087545996
1,0.872527473,0.341688687
1,0.874725275,0.327599832
1,0.876923077,0.336132171
1,0.879120879,0.339231472
1,0.881318681,0.330810264
1,0.883516484,0.134936903
1,0.885714286,0.117119008
1,0.887912088,0.460104216
1,0.89010989,0.438619021
1,0.892307692,0.442681451
1,0.894505495,0.432939026
1,0.896703297,0.405465142
1,0.898901099,0.15985479
1,0.901098901,0.141061418
1,0.903296703,0.540587262
1,0.905494505,0.481786976
1,0.907692308,0.455276221
1,0.90989011,0.425258687
1,0.912087912,0.38260934
1,0.914285714,0.148531845
1,0.916483516,0.121243178
1,0.918681319,0.464895167
1,0.920879121,0.395080631
1,0.923076923,0.380115082
1,0.925274725,0.331724002
1,0.927472527,0.29372978
1,0.92967033,0.110648754
1,0.931868132,0.085385128
1,0.934065934,0.330464525
1,0.936263736,0.266576939
1,0.938461538,0.240794705
1,0.940659341,0.204356308
1,0.942857143,0.17238782
1,0.945054945,0.064961845
1,0.947252747,0.055194725
1,0.949450549,0.215049515
1,0.951648352,0.165720001
1,0.953846154,0.154335317
1,0.956043956,0.135677771
1,0.958241758,0.118761267
1,0.96043956,0.043130912
1,0.962637363,0.036932309
1,0.964835165,0.148136715
1,0.967032967,0.110772232
1,0.969230769,0.100079026
1,0.971428571,0.084607216
1,0.973626374,0.072654533
1,0.975824176,0.025201887
1,0.978021978,0.021583977
1,0.98021978,0.088891907
1,0.982417582,0.063924629
1,0.984615385,0.05736794
1,0.986813187,0.049897513
1,0.989010989,0.043896476
1,0.991208791,0.015459462
1,0.993406593,0.013570247
1,0.995604396,0.05567629
1,0.997802198,0.03704344
1,1,0.017941373
