Ones,Inputs,Normalized
1,0.770786517,0.003951247
1,0.773033708,0.010305448
1,0.775280899,0.008125449
1,0.77752809,0.007927267
1,0.779775281,0.007097382
1,0.782022472,0.006391359
1,0.784269663,0.00265068
1,0.786516854,0.002588748
1,0.788764045,0.009921471
1,0.791011236,0.009475562
1,0.793258427,0.008992494
1,0.795505618,0.007976813
1,0.797752809,0.008881017
1,0.8,0.003245225
1,0.802247191,0.003121362
1,0.804494382,0.0127084
1,0.806741573,0.005685337
1,0.808988764,0.013587832
1,0.811235955,0.012212946
1,0.813483146,0.012014765
1,0.815730337,0.004843065
1,0.817977528,0.004075111
1,0.820224719,0.017204647
1,0.82247191,0.01604033
1,0.824719101,0.017080784
1,0.826966292,0.017390443
1,0.829213483,0.016808284
1,0.831460674,0.007233631
1,0.833707865,0.006775336
1,0.835955056,0.027757822
1,0.838202247,0.025231006
1,0.840449438,0.028141799
1,0.842696629,0.026568732
1,0.84494382,0.026395323
1,0.847191011,0.01138306
1,0.849438202,0.010726584
1,0.851685393,0.041927812
1,0.853932584,0.042262244
1,0.856179775,0.044454629
1,0.858426966,0.042249858
1,0.860674157,0.044132584
1,0.862921348,0.019112146
1,0.865168539,0.016548171
1,0.86741573,0.075655858
1,0.869662921,0.070887111
1,0.871910112,0.081093467
1,0.874157303,0.077476652
1,0.876404494,0.077873015
1,0.878651685,0.031659524
1,0.880898876,0.026717368
1,0.883146067,0.121856962
1,0.885393258,0.115416058
1,0.887640449,0.12329378
1,0.88988764,0.120630713
1,0.892134831,0.127616618
1,0.894382022,0.052765873
1,0.896629213,0.044628038
1,0.898876404,0.2059727
1,0.901123596,0.203656452
1,0.903370787,0.219647237
1,0.905617978,0.224267347
1,0.907865169,0.231476206
1,0.91011236,0.095313003
1,0.912359551,0.086927441
1,0.914606742,0.340104541
1,0.916853933,0.326776823
1,0.919101124,0.333676022
1,0.921348315,0.333254886
1,0.923595506,0.326652959
1,0.925842697,0.131778433
1,0.928089888,0.11438799
1,0.930337079,0.449798102
1,0.93258427,0.429236753
1,0.934831461,0.433955954
1,0.937078652,0.419984145
1,0.939325843,0.390219734
1,0.941573034,0.151621374
1,0.943820225,0.132534001
1,0.946067416,0.512101469
1,0.948314607,0.453811281
1,0.950561798,0.427824708
1,0.952808989,0.398976887
1,0.95505618,0.35403919
1,0.957303371,0.135878316
1,0.959550562,0.111712537
1,0.961797753,0.431775956
1,0.964044944,0.36202839
1,0.966292135,0.34969158
1,0.968539326,0.305224565
1,0.970786517,0.265290955
1,0.973033708,0.100886863
1,0.975280899,0.076386652
1,0.97752809,0.294299799
1,0.979775281,0.236443134
1,0.982022472,0.206753041
1,0.984269663,0.173161246
1,0.986516854,0.141092972
1,0.988764045,0.052580078
1,0.991011236,0.044392697
1,0.993258427,0.164936706
1,0.995505618,0.117410261
1,0.997752809,0.055788144
1,1,2.48E-05
